run_id,vars,clauses,reps,seed,split_var,fixed,force_unsat,simulate_ms,total_wall_sec,avg_rep_sec,avg_worker_compute_sec,max_worker_compute_sec,sat_repetitions,total_nodes,total_clause_checks,max_rss_kb,total_messages,total_bytes
20260311_134432,40,180,20,7,1,0,0,0,39.533,1.97665,1.48719,4.58687,6,53234039,7001410461,11452,82,2256
